track_id,cluster_PCA,cluster_MCA,cluster_CATPCA,cluster_UMAP
0iTDkoejGX85rRL9kxZgxG,0,0,2,1
75CAWvWD9ATXlcPHhD7qp9,1,0,3,1
75Bk2jHaVd5kR5KDDRsnT8,0,0,2,0
75U7VG9j6uXJNc5RqxKeXC,3,1,1,0
0FeVz2ZNfm5JKdr1lQ7Vrx,0,0,2,1
758mXqbP8PjibDl640gS3v,0,2,2,0
4g8kUbWmzXpeq6mmsKWdk6,0,2,2,0
3lZygz3srLlsWqDQXSrl9w,4,3,0,0
3lYyZn7dfMnmnheXaHuRW6,0,0,2,1
3lhFjWmGDqeTnWYXHEPbJ9,0,2,2,0
76X7oVbQdvZHyYAlgxqBj4,0,0,2,0
1NbkW4qACyJ4MDpqP1kAC5,2,1,4,2
2sYLxxyzKpFGFQER9ktp4L,1,3,0,1
4129VnB82LrGkZBDsrijKd,1,3,3,1
40yIp7jGQGOgbfrnGO5D59,1,3,3,3
2ZzCYFbW5wbGU6NfuJoZRm,2,1,4,1
4gLd8UFqGv0ZdM8xizCE8U,0,2,2,0
0FFF1XdIhaltnRplV4gU2P,0,3,2,1
2zSG3w6wYb9cMCAAjwChVB,0,2,2,0
7LQCa9eK1bc69wefMetZhz,3,2,1,0
3qC0TjQ2bJSz3NSJjTQEj9,0,0,2,1
4S8aVoifLYlzgtjNzmb0US,4,2,0,0
33cxZe0ojty9oB0tvVcNOh,0,2,2,0
0F7egCnOFt305S4xtMc14U,2,1,4,3
76k07GNJbJn8O4MgYyyNzh,4,2,1,1
76jsRad7afsqb8Hv2wVhfU,1,2,0,0
4fD4bjo6ZQp8tlF8Kyy6Ad,1,1,4,3
4fAEZ7R3AK04kt0iXBbiF6,0,0,2,1
5yy1Ba0P040YFPYWuXIceK,3,1,1,0
2NKViyclzGYLnThVAZUCqJ,4,1,1,0
0e97YxvNd0lumnc2PeavJq,1,3,0,0
5z3Z5fSaeZt8EPVMhhT6CF,1,0,0,0
3RPlFuvbQzwrSTW8CrvlbD,3,0,1,0
17fO5m9Hl5J9QrsScFrcEF,3,2,2,0
4faZgoxDk9B4Hx653KnQ9j,3,1,1,0
4gBS0XqthimHuv2DxR7t0p,1,2,3,3
2aC1LhcoW8fgUDLJFmjlDC,0,2,2,1
4g9vBGwvz06hfW5UKTbYl4,1,3,0,0
4eZrybaLSIoA4oiHkCASW5,3,2,1,0
4eJSQMMHl6FXBLvunWipVI,1,3,3,1
18Aq8owdWFQ0gHmDLujyUR,0,0,2,1
18Gc7Z6lndGyqjZP3iNf46,0,0,2,0
4ezXXcPdzmOwjfBTR3m2Zg,3,2,3,1
2950OAvbXU95Qx85Yek02v,1,0,3,1
294JPdKKPhvOSeRdp5c9nT,4,2,0,0
7L3HM9vm4n3Hy3GpkorAPh,0,0,2,0
4SRjOgmXYobXI6YUXH29IJ,4,3,0,0
5yf7KwimprrLD0k9ERKo3B,0,0,2,1
0eTEepUmb7THZj9bOZJx1F,1,3,0,0
0i5hHKrGu31kreRYG9k2Y2,4,0,0,1
3RKtXovR95eJLBlDSqcpvP,1,3,0,0
2OoInU7vvmSbuPKdrLfa0d,0,0,2,1
2OlB9XozcuSSC65y5dHenE,1,0,3,3
0hsTdAyHzXOOf6jHDtNcOq,1,3,3,1
5pUrlEGxrzuC2PzjcqBFRA,3,2,2,0
3mAplvB02mSFTDqvhg6c3V,0,0,2,0
18D08bgPEem469x1bjxIXM,0,0,2,1
18JOOrfzcl2Pb6PIS5UfYQ,0,2,2,0
3mGsgIhQXlKh00MdgvPBP4,3,2,2,0
4dhMxlB0xQXYafSN13NPft,1,3,0,0
4dXLtuvLIMWQ47m40JqRYB,0,0,3,3
7xMxs0Olfv0KKeaXmBZHYH,3,2,1,1
3xxARypr8NdEMesYUHSsGK,1,0,3,1
1McBwx7OlcKxrqFLVTSQ4F,0,0,2,1
40eeLpIvzz1wRgmVHLy407,0,2,2,0
40Z879DnrwllrhSDEtC57R,3,1,1,0
7xksh2SM8hEDJWJtXsRwzp,1,0,3,1
1xA6bn2meDk7TgRvtfWfgS,0,0,2,0
180IH9lsmXsQlkurNPb2b3,0,0,2,0
4SV2MHwNKOlXFYxUQgc5j6,3,2,2,0
32si6kWkafG7ZSc8ybF77O,0,0,2,0
4dEoxPSejmpUohnWnuNkAC,0,2,2,0
2afipVQcYOHwXFxrQdoCZW,2,1,1,3
2BHwWqwuwcC5Zk6dpThXph,3,1,1,0
33OpnJIOzK24V5uH58cvQ1,0,0,2,1
339jxAN4N3d1kBp6WGxmlL,1,3,0,0
78NrFSNeErLquzO84XcBnK,4,2,0,0
33HrnfzEPWyEtRw70R44jg,3,2,1,3
3mM7JqDOcGQ23lts9b6uE6,1,0,3,3
5xnv9ka866mxTHdy9VHIm7,3,1,1,0
3OU2ffNMJLSbDvnorKI9OL,4,2,0,1
0hhyxHohjhc6d2Tg7FvQhZ,1,2,2,0
5pjMkwXntexxWFrk4k0KUx,4,2,0,0
5y55S8DupXk6AiWUThQGMD,4,2,0,0
5y1b477Yh9qQxNMF9zD8EL,0,0,2,0
0enWaR2RpV7ZaiYJLM5Rkj,1,3,3,1
79AMJyh9oHGXinUaxh6Dd4,3,1,1,1
7987szu00IX5uCxz9z2BW9,0,2,2,0
4cyNPLXUPnmLVvi6sf0LRL,2,1,4,1
18lJtRd5zSqezlKjD5treG,4,1,1,0
2q6huuxvfj4X5XDpSJwR9c,0,0,2,0
1a5Xu1FTcrMxY0VsenlqZq,4,2,0,0
5q3udqWJXV2dGGR6JZPdUl,1,0,3,1
3R8KnrCpmWqTxLzjskJAKZ,4,2,0,0
2mYzwAhfjxNkUu6pJvZyCJ,4,2,0,2
0ekuaPp7dcww2tlJsa3imW,3,2,1,1
4SvXH5OZD2tjjp6GjF5GXK,0,2,2,0
1CU49Tn0AuZH9TYQWPE1Bu,0,2,1,1
3prvn1KrrmE7vFAqzzZKNM,4,3,0,0
2zpdPPsPJYGQ9VYRVJXfv9,1,3,0,0
4SaKd5ZIIF4X8yIbcacF5E,0,0,2,0
79Sfz8AQQjmoEj4fE74A8z,3,2,2,1
3mfu1aiVjGwjkAzDHcKsQW,0,0,2,1
79jjYHyM1luXI6G2aBLdBJ,4,3,0,0
0E6ko3vJNG1534Scb1IqOc,1,0,3,1
18rI489dTiiDiBSWMW0TSu,0,0,2,0
3mih1dbDenRW5OrTDVhy8T,0,0,2,0
79dlXRI1RrGJfv9TGOBEOv,1,1,3,1
0E5YSgxs1kQqC5vOhQN6B8,3,0,3,1
1NULe7ZHyluNNeZep8hrsH,3,2,1,0
5qTg7ZtUycWkR1YtUF7mSg,1,0,3,1
0hWGN19owiVVfI2f3ePxij,0,0,2,0
5xLdgGgqoGqIQDx7h9lZAe,0,0,2,0
3R3zpcCjqd3bLMDvQx1Bdn,0,0,2,0
3OPfGZ252zPTSTsUA8fKfC,1,0,3,3
4TmmjNjDVhTZ3pkanD3y7W,1,3,0,1
4TZk7ZppJV5o7qRBvgno9c,0,2,2,0
4TYCFDUrMhGku2aw8PpIn0,3,2,2,1
0Dq9fMtiubl73UQCiKRYi8,4,0,0,3
4bpyDBROAFaXmL2roHP3Mp,3,2,1,0
2cCvJe91VvU71UbOuBdrx1,0,0,2,0
2iIv6fmSZy9FlnfjbixopJ,3,2,3,1
2ArvCr1JzOG2r0dJjCuvr1,0,0,2,0
5qZrXexsFoRKnyTzCsZwhx,0,2,2,0
5qUnGmSSJsl1uQpTWwnyvr,0,2,2,0
7xfxErLZXui34OxxUthzjU,1,2,0,0
7xWMwZ1Ngly2cPKNc41JGg,4,2,0,1
222dKmEQpyzdd3tYFrgHrC,0,2,2,0
79yMmNgP845r5rhkJHI3jp,0,0,2,0
79uSVx8rnsOL9cHenhxjj8,0,2,2,0
2zskzzvImqBBqWmPcIUeNa,0,2,2,1
7K8ynCu1uyHNR23IokFDK5,3,2,1,0
1jJMmAIjtQCJKIVeUeHEVH,4,2,0,2
29G1nt9VoBZNfmdReA1toz,3,2,2,1
327HwprnUtanGtxIE2boyd,1,0,3,1
0fAmpdONIYsxiP27CwnzLJ,3,1,1,0
0f8ddm8JivoRapx8ScYy0L,0,0,2,0
3OwAieAzNXfddYfOty2xtA,1,3,0,0
1xJ3zLeCYO3yM9oFAtPzBi,4,3,0,0
0hSeZwrQcT7jQZVY2OeRRY,4,3,0,1
7AxSCOOqZLcEcDTIXcLtYU,1,3,3,1
7BHJeDZuB9QiTz7y5jewSj,0,2,2,0
7B99xjS3PpLhtrJMTOGL7b,4,0,0,0
7B5kvvWZQ4kVEPIaluqa4A,3,2,1,0
29FY3VgcPOAMw8e9zvE0Nc,3,2,1,0
4ToqbHMm2DZrk9hG01RHh7,4,2,0,0
2AbtWlgSw35TrM3HIABvsE,0,0,2,1
4aWCWzHUPXORbwcbAGl84d,0,0,2,1
19eQj5jdeiRc12Gni5Bg5s,0,2,2,1
19eBqGBdGbo39n4nX5zA1U,4,2,0,1
0D3J5hfXcaQLeMmZVxD4S7,3,2,1,0
2OVNYceLSQLy890RxjcUDk,1,3,3,1
40CZIAzFHGptuZnZkN0DVV,1,3,3,1
325VVodN2bVcByGxLyybTK,1,0,3,1
7BY2UnJcQbLO5AMEYgt0NR,0,2,3,1
0DT06IKGryQWR9pYnEaA85,1,0,3,1
4aoN6rHl9SkAZJw8BFh4yf,3,1,1,0
4ajF5UznaEpfHFXv64AQ7T,0,2,2,0
1QseUPpVi2aVXUJGWmkRle,3,2,2,0
3nEUnvbFAS0GSBSeZYbKX4,3,2,1,0
3peRufMxZi9baS60hEK4BN,0,0,2,0
3nmN95fE6CiUBB57kePRZD,0,0,2,1
3nkDIgvNm64V3cE7bf4Q0a,0,3,0,0
7Cdo20MPK9QSQabUVEXfwS,3,2,1,0
3ndcNdzfiEEeg4qWsno1jA,1,3,0,1
4ZO6Q6Uif5xSV7ra8GQqyN,3,2,1,0
0ClmF8tkpuySXLJHspUoKT,0,0,2,1
2AJs61snJ8yhVUCL7umie5,0,0,2,0
7CvhL59aObISl8B78yrT6x,0,0,2,0
0fKWU5RXD8D8BqSJCJNsMp,3,2,1,0
3Ozm6fHAbtPi83PO9tofH1,3,1,1,0
2OYBvW5yGby3vjXX7M6Ncy,0,0,2,0
7CFMmVIxakFbZ7KxBGKbLt,0,0,2,1
19k4uVJALDYrpRchsCuzo9,0,0,2,0
4Tys2WHEtI398byk6PVAGZ,3,1,1,1
7K7bEVvrAhPVs1ml3dPvEe,1,0,3,1
7JrctawaAEFFjKwTGuJK5B,0,0,2,0
4YUM6w6KqQLEwxi3ShRA8T,1,0,3,3
4YTmr2nXzaS28UV5FnV9WT,0,0,2,0
4YNZzacYj5eE9n3ccXR9x9,1,3,3,3
0CaWTRBQ2MShWD7remjUfI,3,2,1,0
0CYDtOPWPUFlfam3CwagLl,4,0,0,0
0CXUOQZfm3X95jJNHFfb6f,4,2,0,2
4092MbO87KwfGLVie4N6Oj,0,0,2,1
408bvXQ6HK3nFh1OYFPyA0,0,0,2,0
24ScIVXgdaSX3qijPR6HFP,2,1,4,1
7yRTHVRX5GqicqHK9yuJsu,4,2,0,0
1NasftXa4E2YxOpQPfgXzb,0,0,2,1
5rScTt133AzCfZCgI2pq6n,2,1,4,1
7Co512n7fgroWoFIwOkcue,1,2,3,0
1QrxggFof36TcpeREbDAXI,1,0,3,3
4Z0H83AIGuK6D2N1mX9rNL,3,2,2,1
1ACClyt4wNFFdC1xntWB2i,1,3,0,0
7JSHyoiW3FGwWF75P9OsG5,0,0,2,1
29QnCSInWgMFQVXzbd9Obh,3,2,1,0
4UOyU7W9EiEyQrXdvhNmP2,3,2,1,0
4YFrH7oE7c35mJX3kAQbWb,1,3,0,0
22UBfe2C7gNp1LPDylp6Pr,0,0,2,1
7JdEX5CkWNaPB9jLFFrMli,0,2,2,0
4U2Q0DTLuNKYnWmt3nXmd6,0,2,2,1
22DtOupaRmIbY3GcP165Ly,2,1,4,3
5vSdOwza7jCCPPPgHtowFj,0,0,2,1
5vQfFRhPgLCHnRt38BWZdc,1,3,3,1
0h2S5Vwikp5QidwLiXP7aG,2,1,4,3
5vl8B2KQ7fcKe3qzoYDyBK,0,0,2,1
5vaQ3nxD8O0twFbnhOm8Lu,0,3,0,0
1ALF19nT37rRaJ9frQq35e,2,1,4,1
4YlJ1CQIaN1IP7muOmrXHl,4,2,0,0
31PJ1LZjJKfphESzV7xdvg,4,2,0,1
7EKpyfbmopbXMaMLW9QEd3,1,0,3,3
4XuicRrvKC31f7VuNTxChL,0,0,2,1
4XosBCachdwCTHwHaw29aP,4,2,0,0
1AqoyhSmuIsXK4QXEGZ9HI,1,3,3,1
5v0TUGNaoQmU6LKrbLwvyc,1,3,0,3
5uv9YEK4BFSQEZVpxg143k,4,2,2,0
5utxu2AYfXzn3uHYrG29YF,2,1,4,3
2OHS3REstdGEdLxuWImyOT,0,0,2,1
5sM1kj3CIc5ZMHE49WPSK7,0,2,2,0
5sGqeWGmS7aejBO2ztKZiN,0,0,2,0
0gvzwA22EaeapfQoChm153,3,2,1,0
0fcNGZrefi2Ez2TqRw70cv,0,2,2,0
3o69TssC4muwST4WjxnWGP,0,3,2,0
2bU1rQhNBzkNDIzjFcjTXU,2,1,4,3
1QPj2hLuGuxqU8bHlUoUNS,3,2,1,0
4UfZMDH9o6pw6ZwGhFOahe,3,1,1,0
7ESmV0ekv5EdlauHWUMiFg,0,0,2,1
4XTimrKnrQdKN5ii0eW98O,0,0,2,0
4XSpyx2fV1c9Iq9TYY2zXk,0,0,0,0
5uqJ5obS0NAfRYS7F66Y5T,4,2,0,0
5uq57c53VeLYlZd2byrIwT,3,2,1,1
5uo69NpSYA52fcDee6G8g5,0,0,2,0
5ukniNohEgaerrbHbVlBLf,0,3,0,2
5uj4IsmXZxvPLY3YsDW54g,0,0,2,0
5sVU49Q07asYFhok358Ias,0,2,2,0
0fghHxfyQxou9o7xXCJj7c,3,2,1,0
1QdVTJ1GEMnL1xhx5APGdy,0,2,2,0
3oFonZNnxADZ2aLW7y0Zj0,0,0,2,0
31PZTfNjJ03ESY8MhBhMSG,0,3,2,0
7GINihl73NgdMH2N33P2rR,2,3,4,3
7GFzMKgcNWMqBDzqXdKF9D,0,0,2,1
7GDd5maZp10kjA82B9QICj,4,3,0,0
7G8wXQyYA7lfJ7LEzYGCC8,1,3,0,0
0BgHHbJQJyBIM9LkToWbPR,0,0,2,1
31EjsvYbdnPtvzSKr5TXqo,3,0,3,1
5t3JR2O8e78sGXKcE6ltCi,3,2,1,0
1oPZ89eOpJ02izxzIJ2BMV,0,0,2,0
5uVUmnrajAJCvsTDDwaufP,0,0,0,0
0gkWw8Cx8D9f9wNhNMBy59,0,0,2,1
5sr2LyqsZxYglWhJUpLpE1,3,2,1,1
0foCYfdIVahzQlj6H9ym6x,3,2,1,1
0flOrYDDGlpbdyXTOMlxJ1,4,2,0,0
3oOFrBFkh8vvEOhBgzB9PR,3,2,3,1
2bf6vmRZyBaqtLGbBgn5Tn,4,3,0,1
0CEHFX26ws7A3HJhNVGbzt,1,2,3,1
1BO7ASuCQ4OXnMPrKowDzS,3,2,1,0
2bsF8h0aj0bgLSgG2FwdeU,3,2,1,1
30PysXbn5cVodLBPGV2FWb,4,3,0,1
7IKkwJOmUvoOQaaPNlpvwX,4,2,0,1
1BkYwLp35LlBJZwANUvzFs,4,2,0,0
0gZls8IqwQfkdcdv7GTLyC,3,2,2,1
3zof5D5OzxFubf8XivV17Q,4,2,0,0
2sDresIXpmT1FW8YEHtDEB,0,0,0,0
2grJEu2P4KD1YDq2ZaaLoL,0,3,2,0
1MtwgapAb0uB9FQph0qKTX,0,0,2,1
4WXr5SejS13AoJ8NmcYACJ,1,0,3,1
4WVd5VRuBCtDKweMUiYw7M,0,2,2,0
1irIKw7wVUdZ0BFkFoNrLF,2,1,4,3
1j07ONgkAKRK7sWbHGuznw,0,2,2,0
1iobwaz92RzlKiNRTgjDRm,0,0,2,0
0gOeNOHT5iBje2hKlAQlLX,1,3,3,1
7zxFX9HgoVVMDsJbis57C6,3,2,2,0
7zghUphvkHNEB7XvgxhOFG,3,2,1,3
1mR8QLenUNHA2T1jJLosp3,1,3,0,0
5uLcCL0k07AP5LCIkayVxb,3,2,1,0
3zEKqEucZKnlXoZu7H7eK0,0,0,2,0
3z6g5HOmyAHmrGHbr2Td7p,3,1,4,2
7z4VPtZm9g9dxC83ratUFM,3,0,1,0
00CKqQSBhAr2gePvyIzk0P,1,2,1,0
5uI9pK12wM4BpMezEYhQ5v,4,2,0,0
0g5ccHoD0kjJ8GR8u330lV,2,1,4,3
7I3RKM56bJLsy4e0kMVhsS,0,0,2,1
29YXX6TCgc7d5jz3BYF7Gc,3,2,1,1
3p7Ydiltj799Rx3JfjARxF,0,0,2,3
3p34ioNEg5sjBhEwB1ycPr,4,3,0,0
1W7Ig8ldkt6d3Ckc7uG325,0,2,0,2
4AQujgKKlS7R02rw3R3JYy,3,2,1,0
4A9GxFPjjQsLtNAwI70HV9,0,0,2,0
5QmvryaxUQyXyFMljdgOPD,4,2,0,0
5QbdIj9omsOxwpkZXGWDTU,0,2,2,0
3GrodqQ3llu5Yh84wySm9G,1,2,3,0
6NNLRAS9xEo0FahcbQFkCX,3,2,1,0
0Vs81Z3LIpo0Ziq9fV9Yks,3,2,1,0
3YCgsV8Ex1gEPtzWZFHLOZ,0,0,0,2
7zvGj5jjRIBRqT82crTMVf,1,0,0,0
0g9ZJthUXOHRZi8VGlTeg1,1,0,0,0
3ysiBzk8LiZaik65dHuqDh,3,2,1,0
24POLNX0OpqDtFDYHJ4WlX,1,3,0,0
1ZVZeamavGhHMMyH1KL9rA,3,2,1,0
5604H05rNS7jguXPJx4vgm,4,3,0,0
1NF3eG2IpxKzR3jqMdR60O,0,0,2,1
7zep4BfQRkfASc8qhX0cct,3,2,1,2
0gHSwPpnHuLn66mtN3wnd4,3,1,1,0
3PtC4c1n7cjneGg8QrWIoo,0,0,2,1
2mIfukfnSxDiMbh9xOxeZN,0,0,2,0
2O8otibdZAPJcdBCPvHGkU,0,0,2,1
1ZQ3HIqSmUJVqMy4Jv7nS9,3,2,1,0
0gDvyUgaBYhTS8rGiaYofp,2,1,4,2
1xSXu8v1lqGK5smUTIdCNP,3,1,1,1
5tyClIAs0JWrlX93jzq9Ea,3,2,1,0
5uKSOIW61UtM1VD8nzsIqe,4,3,0,0
0g6fuc3xiIsYVVkfqUNua6,0,3,0,0
0gTMnVQ6cXVKVBNhVs5pwv,0,0,2,0
3yTRxKoTqRfvU1vrsGMjYx,4,2,0,0
2gxtig1MpRryrrV7cONOLb,0,0,2,0
3zTSIztZsRUeQXXVFOdexw,3,2,1,0
0yeLnQqpX5cu5HCf5USbAQ,3,2,1,2
55G2VJnSHidnQxyr0AaVSk,0,0,2,1
3BHq6lrebBf1zel4woIn5D,0,0,2,0
20A2Xe76p9wxUFLbbzZjTM,3,1,1,2
6f2AaCWRNZwTsV6ruoy6FH,0,2,2,1
2W5AVAv0MhDlfF8U6vz894,4,1,3,3
2W4YAZoOkkEDbTWZ9ICME3,3,0,1,0
00X8QXyQ4QAkcpeGzcg5bC,0,0,2,0
7ymG0YQtuSiSVJSBQ3E8jy,2,1,4,3
7ykxSoQm6XjECYgiu5GcPX,3,2,1,1
7yi3uhXXumZJzwRiP38QMO,0,0,2,3
2sCZPAARC8MU3wZZwnIW2N,1,2,0,0
3yRybJJFvHXgYtHqam2MUJ,0,3,2,0
1MvazN5CO7Z3dGvIP3Gtao,0,2,2,1
3zjItNbpLrzJZXmPchb7c9,0,0,0,0
5tLOyz4zKn4M0lpMAT58FD,2,1,4,3
3Q7ps56omB24P5ClK5Thhv,0,0,2,0
3PVyXD7Al7nHJtc1zA3igu,1,0,3,3
5syz53Osm3oEI0OLzhR2SB,1,3,3,0
2m9qRdqlX38yroyuxGGMO1,0,0,2,1
1MhdaEmBlc71o9ID1eP9Io,3,2,3,1
7xs1ksUAb2XswNWJjeyt7V,0,0,2,1
7xosrLdKPAsyfJYJh79Cle,3,2,1,0
5uVR5LH8P3u8y3tDV2R4gl,0,3,0,0
5uUwp79o8cqGlQ9MOy9ueU,0,2,2,2
5suxJuidFcfQjpTJHak11G,0,0,2,0
0gmmtO6XSKIZAbeUatlNCe,3,2,1,1
7yF0tjZPXO9x4v0M9U6VQy,1,3,0,0
2Fwnh2qQUXyC7BVYv05NmL,0,2,3,1
6gCCanQYC6OTcW2OGRnoeP,1,0,3,1
6gBqfMrnpsAT6O6hosjhNA,3,2,1,0
6g9hULFpG1pEyEH6HRMHaE,0,3,2,1
6g9ENxOLPGi05X4O44mKDm,3,1,1,0
6hObbRRXsy6SCsJVDGFZfE,3,2,1,0
7x0a4QdO76GeTNQNMqHyHR,1,2,1,2
3QBmpk1Q0ecWMswFtppfp6,2,1,4,3
3PKim0rQYRayZdZY0KQ9OV,3,2,1,2
0gnXIwujywQuC49rsA3db2,0,0,2,0
5slZ63KeWV4v6ZGUY1u0Ik,0,0,2,0
5shqzROw4w8dUVCgK1K4WV,3,2,1,0
1xXOW0a4HI0GG1uN8WbtLd,3,2,1,0
7xgx60Vd1M8dSCbrmW1u2x,4,2,0,0
0Oy2taYt1ha3VyyxllQbUO,0,0,2,1
54sBbQWMwahuXZT5kbgVor,0,0,2,0
54nT4FO942ks2YkomKl7cc,0,0,2,0
3eeXheDly8DDlf0MXkNOrY,1,3,0,0
2FoNSgW2hRXRNrsAhQu7AW,3,1,4,1
6heynKdZXxOPe4sC6xOpQo,0,2,2,0
6hSsh8A723QAi8eeD3SGxR,2,1,1,0
3eWv4B65BIrhqZqj9odCKP,1,3,3,1
3BXKbNQdmtwx96VMvCy4xg,0,0,2,0
3BR0n4G5syIoloE9DEm9bv,0,2,0,0
3BXuqFGGL3eL58JlRshXh7,0,0,2,1
1fBlBa5SmV9ALztfrjYYHg,4,2,0,0
0yxEJfni0yeoBgtPeiox24,2,1,4,3
3xvpj0Mg11Zfd3uilK0U5C,1,0,3,0
3xuZk4xzDf4XnhOjzVqW4J,0,0,2,1
0fdsAOeCtXHyjEra16h3An,3,2,1,0
5v0kY5pPWOL5mUCmq4jHUB,3,2,1,1
5sM3ZjYmxQ2haTliX3ry5M,1,0,3,3
2Nk5WQHI4PWelCmez5Nc9f,0,0,2,0
5vQ60FReaX3qw7wtVYd3CS,0,0,2,0
3y3RNToEkYGLmYjyIdj2CE,1,2,0,0
7xFGC5RzvjuWwfSVJSNV8C,0,2,2,1
015ENhxZgNXSvzml1FJueG,0,0,2,1
414WYUzNhMyEOYtnuvFD3W,0,0,2,1
5vKtGdldYDXHgifXXJW46s,2,1,4,3
5ruAfadigoJgCI5DnnMshZ,1,0,0,3
5rnhbKrkvUPvclA1Scjpp8,0,0,2,0
24mkZlzjjE4N7n38pkF3RS,3,0,3,1
24miLxqEchxqXnm528AI2H,0,0,2,0
6iDoQr5dmeSEBuCrJYQ0GW,0,0,2,0
6hiPJSPAKqGTjPx1gUlKZS,3,2,1,0
0OPqp8nvfE0TVfcpUHJgcM,3,1,3,3
1U0WQ4RwkVkKXu3uOY3fdQ,1,3,3,1
3dfIiLxaO9yHHvq8hrQdQv,0,0,2,1
2W0OHMIUBh3ZMZk59dgugg,2,1,4,3
54DFEHLEHHVvBJChO1ging,1,2,3,0
2jqMTXzB1VGVogdxfBRB3I,1,0,0,0
2GEbjuHvth4NpnWKzYWCJX,0,0,2,1
6ed5sLQN5qlfB9jW8jPz89,4,2,1,0
53yCbC8zjcNQi5534UDoWL,2,1,4,3
53u6z4AWKeb5rJCJ45Q3P5,1,0,3,1
2or5pBpnPtcjthlNt06w1P,0,3,2,0
6j3zfrbA8VyxoWA1dihHF2,3,2,1,0
6iud5OCxFY651gziKjBfYI,4,3,0,0
41kpaTpw314JvZEbZzqMAR,3,1,4,2
3xpRBt2wHpvh9lrILKngPb,4,2,0,0
2gKDcx33x3s7anJxhBLVz5,4,2,0,0
0fV9XOGMfB21E5hrWlFRc4,4,2,0,0
5rYBOTxS9AaAtbemY5mzIK,0,2,2,0
5rPraK3N8aOIO6nviAYTuW,3,2,1,1
01N4rGD2WJZewp4RAu8034,3,1,1,0
41NL5MKZ50QVDggEMW2N6a,3,2,2,1
41Jt1Ll4KdXCuAGcKvgcNp,1,3,0,0
7vTWDgT6kwl7efPEh0AkmD,3,2,1,2
2rahZcwdQ3zQU6AEgXWV6G,2,1,1,1
3xlQIritfJS4UBdDg1zMI4,3,2,2,1
1Nj1hJB434MA8Qw7CTzLkg,4,3,0,0
41ykywmUtDSis7fGAarryh,3,2,1,0
41xjpZkiLz8nF6REpYCgHw,0,0,2,3
2Nb9mgW0c83TKElErV1hur,1,2,3,0
5vyspyA0Qco4nEl7Rnb0kw,1,3,0,0
5rEYj78v1bqTdukgBriaKc,4,0,0,1
5r5zw6JOwRjZ3Tsx6PXDoJ,0,0,2,0
53e3xJBg7Y74aYqWsJGEC2,1,0,3,1
6jD0zU6m69r3kr5qwMyI9U,0,2,0,0
6j5yTgUdDIUf7UPWwfcsMh,0,0,2,1
3AJ0MFDt4OSknQ5D9Jlo4l,0,0,2,0
2Wacx7f9hTyjvF021FCP1Z,0,0,2,1
3daAH8D07xV7ZDP9xU1YM8,4,2,0,0
6eN9ojhdC7vf72Fb8HBgP9,0,0,2,1
57evRdtJWiQQjbo6ox0qpx,1,2,3,1
57bTxs05DR2K5RUVhdMR0b,0,0,2,0
57WkOzvuw0v4XadnZ6VvvA,3,2,1,1
42nvBgg8GBfcxk2c2CNPyT,0,0,2,0
42m7Fe7XBu2VWiKs1WyNeO,1,0,3,3
7v54DH8NxknHX7f4rEvoLh,0,0,2,1
1m3NsDqdL7xOJy7t4w3Tbw,0,0,2,0
42JPhBkcrAn8wfZn9xdSzO,1,0,3,3
7vKQrsNBq4wPQZKmFtv8PW,3,2,1,0
0zEgII9p4oF7pqF9ozPgTH,0,0,2,0
3f7R2mM3AS3NKhPzVE8M0e,4,3,0,1
3f3vVQDJOJZ0bshhrwNPWW,3,2,1,0
3f2WFDZHrY19p2uIa0K056,1,0,3,1
1Txy239Azz9buzEQ9034kF,0,0,2,3
0zNnrjAohPi8ghYD3t5HIX,3,0,1,3
6jON94lvaJ9N9MmoszzH6W,0,0,2,1
6eAEpHCRLhGRvehKp2JzbG,1,2,3,3
2GIJcEKvpp2Ria2XR2jdg7,0,2,2,0
434s5Dl0MmJuwu16VemO50,0,3,2,0
23zxuxHVaTHqcJ2fwmn1IZ,3,1,1,0
4314LW5253Jja088tJ8AOp,0,0,2,0
0hT9G2vFdS7ppj1lgoobfo,4,2,0,0
1xe8rWI6ZToSgKdZ0HMNrO,0,3,2,0
3QkVO1x0C5LPZgsw3vk18J,0,0,2,0
0hRphF5bOnJkQzKSKuJbmc,0,3,0,0
52mKiP16FYA0C8X6gTr4zK,0,0,2,0
58GgVcUlglYfqUTOOHF2b4,4,2,1,0
58DITAWlxgR0FQSbKGqXUi,2,1,4,3
6dvh0VS6h6QBihnGFOxZtI,1,3,0,1
6dnPQD7riP9K0ub8tbFJV5,1,2,0,0
6dnLlf9gVrE8RVYoPGDrSX,1,2,3,1
3BztDPhRhfwdwUndTlg45h,0,0,2,0
0O1MTjKL5SiDunFga9eGri,1,0,3,3
1LX8bbytb6noriWdMF7vnS,0,0,2,0
7uYBdI1LKwArPLIc9ygWQX,2,1,4,1
7uCzfOYv9QcwMq7SjMMCmF,4,3,0,0
2tER68HauwrRQrsUHb5Q00,0,3,2,0
43HpahkLYXaCEMVUqxvPUr,0,0,2,0
1LhJWiCdnc4jqbFayF1TY9,4,0,0,1
5qgUN8PUdtXen2QHd34g4B,0,2,2,0
3QtxxCHsr3qo99WKxBJmlU,2,1,4,3
5qP9oCEcgVx6plJyS5oD7w,1,0,3,1
